Name,Description,Model,Predictions
"Mosquito surveillance, Ada County Weed, Pest, and Mosquito, in Idaho, USA, 2016","Mosquito collections from Ada County Weed, Pest, and Mosquito have been made in various locations in Ada County, Idaho, USA, using EVS (Encephalitis Vector Survey) traps. (MapVEu VBP0000664)",gpt-3.5-turbo,"Transcriptomics	RNA	Molecular biology
"
<i>Plasmodium vinckei</i> Cameroon EL Genome Sequence and Annotation,Genome Sequence and Annotation of Plasmodium vinckei Cameroon EL,gpt-3.5-turbo,"Plant biology\tTranscriptomics\tMicrobiology
"
SNP calls on WGS of Coccidioides isolates from the Western Hemisphere,Coccidioides whole population genome SNP analysis reveals local population structure and patterns of dispersal in the Western Hemisphere.,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Genomics
"
Predicted full length transcripts (ESTs),P. vivax predicted full length transcript sequences.,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Enzymes
"
"Density and Susceptibility Status of Malaria Vectors of Chilkuti Area, Bastar, Chhattisgarh",Adult mosquito collections were done from both cattle shed and human dwelling by hand catch method and per man hour density calculated to compare the density of mosquitoes. The susceptibility/ resistance status against the conventional insecticides as per NVBDCP guidelines was evaluated by WHO susceptibility kit. (MapVEu VBP0000692),gpt-3.5-turbo,"Genomics    Computational biology    Bioinformatics
"
Transcriptome during milk production,Two groups of females were used for transcriptome analysis: the first group carried a third instar larva (lactating) while the second group was examined 48 h post parturition (dry or non-lactating),gpt-3.5-turbo,"Environmental sciences   Ecology   Zoology
"
"Mosquito surveillance in Lucas County, Ohio, USA. 2014",Mosquito surveillance from the Toledo Area Sanitary District program to survey mosquito populations. (MapVEu VBP0000316),gpt-3.5-turbo,"Genomics	Cell biology	Biotechnology
"
Natural diversity of the malaria vector Anopheles gambiae,"Sequencing of 765 wild specimens of Anopheles gambiae and Anopheles coluzzii sampled from 15 locations across Africa. The data reveal high levels of genetic diversity, with over 50 million single nucleotide polymorphisms across the 230 Mb genome. (MapVEu VBP0000163)",gpt-3.5-turbo,"Environmental sciences   Geography   Infectious disease
"
<i>Plasmodium yoelii</i> yoelii 17XNL 2023 Genome Sequence and Annotation,Genome Sequence and Annotation of Plasmodium yoelii yoelii 17XNL 2023,gpt-3.5-turbo,"Genomics	Phylogenetics	Parasitology
"
"Potential for organophosphate resistance in Aedes aegypti (Diptera, Culicidae) in the Caribbean area and neighbouring countries",Insecticide resistance study imported from IRBase. (MapVEu VBP0000097),gpt-3.5-turbo,"Genomics	Population genetics	Sequence analysis
"
"Heartland Virus in Humans and Ticks, Illinois, USA, 2018&#8211;2019","In 2019, ticks were collected at potential tick bite exposure locations and tested for Heartland and Bourbon viruses.",gpt-3.5-turbo,"Genomics  	Biology	Molecular biology
"
"20 years of mosquito collections on Big Pine Key, Florida","Mosquito collections on Big Pine Key, Florida, USA from 1998-2019 using carbon dioxide-baited light traps (MapVEu VBP0000623)",gpt-3.5-turbo,"Infectious disease	Medical biotechnology	Public health and epidemiology
"
Antenna transcriptome pre- and post- blood meal,Transcriptome analysis of the antennae of Anopheles sinensis which were kept either on sugar diet or five hours after blood feeding.,gpt-3.5-turbo,"Transcriptomics	Animal study	Biology
"
Nuclear Proteome,The nuclear proteome of mixed populations of Plasmodium falciparum extracted from infected erythrocytes was determined by GeLC-MS/MS and 2D-LC-MS/MS.  A peptide exclusion procedure was used   to increase the detection of low abundant proteins such as those involved in gene expression.,gpt-3.5-turbo,"Environmental sciences   Ecology	Zoology
"
<i>Cladophialophora carrionii</i> KSF Genome Sequence and Annotation,Genome sequence and annotation for Cladophialophora carrionii KSF.,gpt-3.5-turbo,"Genetics	Environmental sciences	Infectious disease
"
<i>Giardia Assemblage B</i> isolate BAH15c1 Genome Sequence and Annotation,Genome Sequence and Annotation for Giardia Assemblage B isolate BAH15c1,gpt-3.5-turbo,"Genomics  	Biology  	Parasitology
"
RFLP genotypes of Brazilian isolates from birds for human consumption,"RFLP genotypes of T. gondii isolates from birds that were slaughtered for human consumption in the state of PiauíNortheast
ern Brazil.",gpt-3.5-turbo,"Infectious disease	Ecology	Entomology
"
Sporozoite Proteome (IowaII),"C. parvum sporozoite peptides from 2D gel LC-MS/MS analysis.
            
            Purified oocysts of Cryptosporidium parvum IowaII passaged in lambs were excysted. Freshly excysted 
            sporozoites were solubolized and protein preparations were analyzed by 2 dimensional electrophoresis 
            LC-MS/MS. Spectra were searched against a Cryptosporidium database using SEQUEST. SEQUEST results were 
            assembled and filtered using the DTASelect (version 2.0) program.",gpt-3.5-turbo,"""Infectious disease""   ""Ecology""   ""Virology""
"
Aligned genomic sequence reads - strain gambiense,High throughput sequencing SNP calls for T. gambiense DAL972 aligned to the T. brucei TREU927 reference,gpt-3.5-turbo,"Ecology	Zoology	Environmental sciences
"
Montana State University mosquito data for 2017,"2017 mosquito surveillance data collected by Montana State University, Department of Animal and Range Sciences. (MapVEu VBP0000546)",gpt-3.5-turbo,"Transcriptomics   Zoology   Genetics
"
Transcription profile of intraerythrocytic cycle,Transcription profile of the P. vivax intraerythrocytic cycle,gpt-3.5-turbo,"Proteomics   Molecular biology   Infectious disease
"
Expression profiling of in vitro differentiation,"Gene Expression profiling during in vitro differentiation from cultured bloodstream forms to 
    procyclic forms.",gpt-3.5-turbo,"Genomics	Annotation	Microbiology
"
"Mosquito surveillance, Ada County Weed, Pest, and Mosquito, in Idaho, USA, 2009","Mosquito collections from Ada County Weed, Pest, and Mosquito have been made in various locations in Ada County, Idaho, USA, using EVS (Encephalitis Vector Survey) traps. (MapVEu VBP0000657)",gpt-3.5-turbo,"Genomics	Sequence analysis	Microbiology
"
Anopheles coluzzii RNA-Seq acolAcolN3idAnoColuKW18c001_1,RNA deep seq responses of Anopheles gambiae 3 days post arbovirus infection by artificial blood feeding,gpt-3.5-turbo,"Parasitology  	Animal study	Biology
"
<i>Fusarium odoratissimum</i> NRRL 54006 Genome Sequence and Annotation,Fusarium odoratissimum NRRL 54006 Genome Sequence and Annotation,gpt-3.5-turbo,"Proteomics   Parasitology    Bioinformatics
"
Reported distribution of Ixodes scapularis and Ixodes pacificus (Acari: Ixodidae) in the United States,Distribution of Ixodes scapularis and Ixodes pacificus in the United States.,gpt-3.5-turbo,"Comparative genomics\tGenetics\tGenomics
"
"Virulent vs Avirulent Trophozoites (B-2041, H-106)",G. lamblia Assemblage A Proteomics of virulent and avirulent Strains (Mass Spec peptides),gpt-3.5-turbo,"Infectious disease	Iimmunology	Microbiology
"
Strand specific transcriptome of the intraerythrocytic developmental cycle,"Strand specific RNA-Seq analysis of intraerythrocytic cycle (10, 20, 30, 40 hpi).",gpt-3.5-turbo,"Transcriptomics   Microbiology   Parasitology
"
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 1991",Desplaines Valley Mosquito Abatement 1991. (MapVEu VBP0000499),gpt-3.5-turbo,"Gene expression, Cell biology, Molecular biology
"
"Probing functional polymorphisms in the dengue vector, Aedes aegypti",Characterisation of SNP markers in three strains of Aedes aegypti,gpt-3.5-turbo,"Environmental sciences	Zoology	Public health and epidemiology
"
Giardia secretome IEC infection (GassBGS aligned),"Secretome of Giardia intestinalis isolates WB clone C6 (ATCC30957; assemblage A) and GS, clone H7 (ATCC50581; assemblage B) during interaction with intestinal epithelial cells (IECs)",gpt-3.5-turbo,"Infectious disease	I""m""munology	Genetics
"
Transcription start sites for E dispar,Transcription start sites for E. dispar SAW760 determined by RNA seq analysis,gpt-3.5-turbo,"Genomics	Taxonomy	Microbiology
"
Nucleosome position during intra-erythrocytic development,"A high-density oligonucleotide microarray to map the position and enrichment of nucleosomes across the 
      entire genome of P. falciparum (3D7) at three time points of the intra-erythrocytic developmental 
      cycle using an unmodified histone H4 antibody for chromatin immunoprecipitation of nucleosome-bound DNA.",gpt-3.5-turbo,"Ecology	Microbiology	Pathology
"
"Mouse brain bradyzoite transcriptomes at 28, 90, 120 days post infection","Transcriptome of bradyzoites from mouse brain cysts via RNA-Seq at 28, 90 and 120 days post-infection.",gpt-3.5-turbo,"Biochemistry  	Proteomics  	Parasitology
"
<i>Entamoeba histolytica</i> KU50 Genome Sequence,Genome Sequence of Entamoeba histolytica KU50,gpt-3.5-turbo,"Transcriptomics   RNA   Infectious disease
"
Protein targets of serum antibodies in response to infection,"Protein targets of antibodies in response to
    P. falciparum infection were determined by protein microarray hybridized with
    plasma collected from human malaria patients.",gpt-3.5-turbo,"Environmental sciences   Infectious disease   Zoology
"
<i>Blumeria graminis</i> f. sp. tritici 96224 Genome Sequence and Annotation,Genome Sequence and Annotation of Blumeria graminis f. sp. tritici 96224,gpt-3.5-turbo,"Genetics	Genomics	Biology
"
TrypanoCyc pathways database,Trypanocyc is a community annotated Pathway/Genome Database of Trypanosoma brucei,gpt-3.5-turbo,"Parasitology	Zoology	Biology
"
Schizont enriched EST library,"P. falciparum FcB1 strain, Erythrocytic stages, schizont/merozoite stage EST library, from GenoScope.",gpt-3.5-turbo,"Transcription factors and regulatory sites   Transcription factors    Transcriptomics
"
<i>Enterocytozoon bieneusi</i> H348 Genome Sequence and Annotation,Enterocytozoon bieneusi H348 sequence and annotation,gpt-3.5-turbo,"Genomics	Epigenetics	Evolutionary biology
"
Aligned genomic sequence reads - symptomatic malaria isolates,Whole genome sequencing of isolates collected from symptomatic malaria patients.,gpt-3.5-turbo,"Animal study
"
<i>Candida albicans</i> SC5314 Genome Sequence and Annotation,Genome sequence and annotation for Candida albicans SC5314.,gpt-3.5-turbo,"Transcriptomics
"
Sex-specific gene expression during asexual development under constant light condition,"Total RNA was sampled from isogenic Mat-A and Mat-a strains at early, middle, and late clonal stages of development.",gpt-3.5-turbo,"Infectious disease
"
<i>Entamoeba histolytica</i> Rahman Genome Sequence,Genome Sequence of Entamoeba histolytica Rahman,gpt-3.5-turbo,"Genomics   Molecular biology   Parasitology
"
Cell Cycle Transcriptome,Gene expression profiling of the T. brucei cell cycle by RNA-Seq.,gpt-3.5-turbo,"""Immunology""	""Infectious disease""	""Proteomics""
"
Generic RNA samples,"The stable fly Stomoxys calcitrans is an obligate blood feeder, closely related to Tsetse fly. S. calcitrans is a mechanical vector of typanosomes but unlike Tsetse, it does not transmit disease-causing parasites to humans. Genomic data from this organism will contribute to the understanding of vector competence in Tsetse fly and the transmission of trypanosomiasis.",gpt-3.5-turbo,"Genomics    Molecular biology    Bioinformatics
"
"SNP calls on WGS of C. immitis isolates from Washington State, USA",Coccidioides immitis isolates were obtained as part of public health occidioidomycosis surveillance initiative.,gpt-3.5-turbo,"Bioinformatics Molecular biology Genomics
"
"Mycelial gene expression in response to treatment with 5,8-diHODE","Gene expression in Aspergillus fumigatus mycelium in exposure to either 0.005% ethanol (control) or 5 ug/mL 5,8-dihydroxyoctadecadienoic acid (5,8-diHODE) for 30 min and 120 min.",gpt-3.5-turbo,"Genomics	Molecular biology	Parasitology
"
"Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaound&#233;, Cameroon: Dynamics, Intensity and Molecular Basis","The intensity of this resistance and underlying mechanisms are poorly known in Cameroon. Therefore, three cross-sectional resistance surveys were conducted between April 2018 and October 2019, using the revised World Health Organization protocol, which includes resistance incidences and intensity assessments. (MapVEu VBP0000784)",gpt-3.5-turbo,"Genomics   Annotation   Infectious disease
"
Insecticide susceptibility status and enzyme profile of Aedes albopictus populations from different localities of Maharashtra State,Insecticide resistance study imported from IRBase. (MapVEu VBP0000021),gpt-3.5-turbo,"Genomics     Microbiology     Infectious disease
"
Single end whole genome sequencing and comparative genomic analysis (C. parvum aligned),Whole genome sequencing of Cryptosporidium hominis subtypes,gpt-3.5-turbo,"Genomics   DNA   Genetics
"
Small RNA and antisense transcription in E dispar,Transcriptome analysis  E dispar SAW760 to include small RNA sequences for determining antisense transcription and transcription start sites.,gpt-3.5-turbo,"Gene expression, Developmental biology, Genetics
"
