Data Repository,_id,Name,Description,Topics,Predictions,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
HuBMAP,HUBMAP_29a538c3ddb396dee26188ae1151da46,HBM698.FWFH.998,scrna-seq (10x genomics) [salmon] data from the spleen of a 10-year-old white male,[Systems biology | Sequencing | RNA-Seq],"{'Anatomy', 'Gastroenterology', 'Microbiology'}",0.0,0.0,0.0,"{'Systems biology', 'RNA-Seq', 'Sequencing'}","{'Anatomy', 'Gastroenterology', 'Microbiology'}",0.7916666667,0.0,1.0,1.0,0.7916666667
HuBMAP,HUBMAP_aa8ac37ea120cde994188df7f74bf3d0,HBM723.BZKF.992,codex data from the lymph node of a 42-year-old white female,[Systems biology | Imaging],"{'Anatomy', 'Microbiology', 'Human biology'}",0.0,0.0,0.0,"{'Imaging', 'Systems biology'}","{'Anatomy', 'Microbiology', 'Human biology'}",0.7916666667,0.0,0.6666666667,0.6666666667,0.5277777778
HuBMAP,HUBMAP_b187c76ccb333ec1c347cbc217c09ad5,HBM727.FSWS.736,snrnaseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,[Systems biology | Sequencing | RNA-Seq],"{'Anatomy', 'Biology', 'Medicine'}",0.0,0.0,0.0,"{'Systems biology', 'RNA-Seq', 'Sequencing'}","{'Anatomy', 'Biology', 'Medicine'}",0.6924603175,0.0,1.0,1.0,0.6924603175
HuBMAP,HUBMAP_4a69340c702774210d5452a6ae80f3c7,HBM782.XQRG.998,bulk atac-seq data from the large intestine of a 67-year-old white female,[Systems biology | Sequencing],"{'Anatomy', 'Biology', 'Animal study'}",0.0,0.0,0.0,"{'Systems biology', 'Sequencing'}","{'Anatomy', 'Biology', 'Animal study'}",0.6924603175,0.0,0.6666666667,0.6666666667,0.4616402116
HuBMAP,HUBMAP_7b8380782bc3f9ba8dca693909477b66,HBM845.VMSZ.536,codex data from the small intestine of a 24-year-old white female,[Systems biology | Imaging],{},0.0,0.0,0.0,"{'Imaging', 'Systems biology'}",{},0.0,0.0,inf,1.0,0.0
HuBMAP,HUBMAP_efe5894cd09b0a411ecfe46749e6db73,HBM852.VSBC.572,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,[Systems biology | Sequencing | RNA-Seq],"{'Cell biology', 'Biology', 'Genetics'}",0.0,0.0,0.0,"{'Systems biology', 'RNA-Seq', 'Sequencing'}","{'Cell biology', 'Biology', 'Genetics'}",0.7420634921,0.0,1.0,1.0,0.7420634921
HuBMAP,HUBMAP_5d12053959438773b92035c222c3e033,HBM883.FXVB.356,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,[Systems biology | Sequencing],"{'Anatomy', 'Gastroenterology', 'Biology'}",0.0,0.0,0.0,"{'Systems biology', 'Sequencing'}","{'Anatomy', 'Gastroenterology', 'Biology'}",0.7420634921,0.0,0.6666666667,0.6666666667,0.4947089947
HuBMAP,HUBMAP_78561061443e3f9cae9acbcde772fa43,HBM888.GBKC.648,snatacseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,[Systems biology | Sequencing],"{'Anatomy', 'Microbiology', 'Cell biology'}",0.0,0.0,0.0,"{'Systems biology', 'Sequencing'}","{'Anatomy', 'Microbiology', 'Cell biology'}",0.7916666667,0.0,0.6666666667,0.6666666667,0.5277777778
HuBMAP,HUBMAP_04968c1fe0149ee367b0e53af55763e4,HBM962.KQLZ.422,snrna-seq [salmon] data from the large intestine of a 78-year-old black or african american male,[Systems biology | Sequencing | RNA-Seq],"{'Transcriptomics', 'Gastroenterology', 'Genetics'}",0.0,0.0,0.0,"{'Systems biology', 'RNA-Seq', 'Sequencing'}","{'Transcriptomics', 'Gastroenterology', 'Genetics'}",0.787037037,0.5,1.0,1.0,0.787037037
HuBMAP,HUBMAP_f41e71ec9619dbb065634b4714d1818e,HBM973.ZVNB.886,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,[Systems biology | Sequencing | RNA-Seq],"{'Anatomy', 'Biomedical science', 'Immunology'}",0.0,0.0,0.0,"{'Systems biology', 'RNA-Seq', 'Sequencing'}","{'Anatomy', 'Biomedical science', 'Immunology'}",0.7420634921,0.0,1.0,1.0,0.7420634921
HuBMAP,HUBMAP_35ea0ff39fc1bd6846df15860dead4d3,HBM989.VVXT.224,codex [cytokit + sprm] data from the lymph node of a 18-year-old white male,[Systems biology | Imaging],"{'Medical biotechnology', 'Biology', 'Anatomy'}",0.0,0.0,0.0,"{'Imaging', 'Systems biology'}","{'Medical biotechnology', 'Biology', 'Anatomy'}",0.7374338624,0.5,0.6666666667,0.6666666667,0.491622575
HuBMAP,HUBMAP_8f8742a4b355c9c712574069ad9db417,HBM998.QMLC.982,lc-ms data from the large intestine of a 78-year-old black or african american male,[Systems biology | Analytical chemistry],"{'Transcriptomics', 'Genetics', 'Human biology'}",0.0,0.0,0.0,"{'Analytical chemistry', 'Systems biology'}","{'Transcriptomics', 'Genetics', 'Human biology'}",0.787037037,0.5,0.6666666667,0.6666666667,0.524691358
Mendeley,Mendeley_s3t9mptvh8,A low-dimensional cognitive space in the continuum of aging and age-related diseases,"Cognitive and network data for the paper entitled ""A low dimensional cognitive-network coupling space in Alzheimer’s disease and frontotemporal dementia""
The dataset include an excel data reporting for each subject, diagnosis (Diax), network connectivity (DorsalAttention, VentralAttention, Frontoparietal, DefaultMode), clinical scales (IADL scale, Neuropsychiatric inventory scale (NPI), frontal behavioral battery (FBI), clinical dementia rating - sum of boxes (CDRSUMBOX)), and cognitive data. Cognitive data are reported as composite z-scores (memory: COMP_MEMORY; executive: COMP_EXECUTIVE, visuospatial: COMP_VISUOSPATIAL; language: COMP_LANGUAGE; emotion recognition: COMP_EMOTION) and as PCA components (cogPC1, cogPC2, cogPC3).

",[Neurology | Geriatric medicine],"{'Biomarkers', 'Neurology', 'Computational biology'}",0.25,0.3333333333,0.5,{'Geriatric medicine'},"{'Biomarkers', 'Computational biology'}",0.9672619048,0.0,0.6666666667,0.6666666667,0.6448412698
Mendeley,Mendeley_923xvkk5mm,Benchmark data sets,"A total of 12 software defect data sets from NASA were used in this study, where five data sets (part I) including CM1, JM1, KC1, KC2, and PC1 are obtained from PROMISE software engineering repository (http://promise.site.uottawa.ca/SERepository/), the other seven data sets (part II) are obtained from  tera-PROMISE Repository (http://openscience.us/repo/defect/mccabehalsted/).",[Open science],"{'Open science', 'Data mining', 'Software engineering'}",0.3333333333,0.3333333333,1.0,{},"{'Data mining', 'Software engineering'}",0.3333333333,0.0,0.3333333333,0.3333333333,0.1111111111
Mendeley,Mendeley_5ztgcr2sc5,Data for: A dose of nature and shopping: The restorative potential of biophilic lifestyle center designs,"he data at the SPSS file is tag by missions at last column, every mission belong to an Scenario!
 
Scenario 1: Non green store ( Mission 1) vs. green store ( Mission 2)
 
 
Scenario 2:  Non green ( Mission 3)  vs green  ( Mission 4)  browse
        Non green ( Mission 5)  vs green  ( Mission 6)  specific shopping
 
 
Scenario 3:  Non green ( Mission 7) vs  green ( Mission 8) sale ( haven’t done)
          Non green ( Mission 9) vs  green  ( Mission) full-price. ( haven’t done)
 
The data is coded using thirteen  questions
 
The scale is anchored at 1 = not at all to 7 = very much.
 
1.      Some shopping malls allow you to feel like you are far away from everyday thoughts and concerns. How much does this shopping mall allow you to get away from it all, relax, and think about what interests you?’
2.      Some shopping malls, large or small, can feel like a whole world of their own, where you can get completely involved in the setting and not think about anything else. How much does this setting feel like a world of its own?’’
3.      How much does this shopping mall draw your attention without effort and easily engage your interest?’
4.      How much does this shopping mall make you feel comfortable and at ease?
5.      Overall, how much do you agree that this shopping mall would be excellent for taking a break and restoring your ability to study for an exam or work effectively on a demanding project?
 
Please indicate your responses to these questions using a scale that is anchored from 1 = strongly disagree to 5 = strongly agree
 
6.      I like this mall environment
7.      I would enjoy shopping in this mall
8.      I would spend a lot of time looking around in this mall
9.      I might end up spending more money than I originally set out to spend in this mall. 
10.  I would feel friendly and talkative to a stranger who happens to be near me in this mall. 
11.  I would avoid ever having to return to this mall
12.  I would want to avoid looking around or exploring this mall
13.  In this mall I might try to avoid other people, and avoid to talk to them",terms not in EDAMT,{'Environmental sciences'},0.0,0.0,0.0,{},{'Environmental sciences'},0.0,0.0,0.0,0.0,0.0
Mendeley,Mendeley_chrg8wcb7v,Data for: Common Fate Motives Cooperation: The Influence of Risks on Contribution to Public Goods,Experimental data for  Common Fate Motives Cooperation: The Influence of Risks on Contribution to Public Goods,terms not in EDAMT,{'Computational biology'},0.0,0.0,0.0,{},{'Computational biology'},0.0,0.0,0.0,0.0,0.0
Mendeley,Mendeley_brhfm4ffwz,Data for: Effect of salinity on the kinetics of pyrite dissolution in oxygenated fluids at 60 ºC and implications for hydraulic fracturing,Batch and mixed flow reactor data from pyrite oxidative dissolution experiments,[Analytical chemistry],"{'Environmental sciences', 'Biochemistry', 'Chemistry'}",0.0,0.0,0.0,{'Analytical chemistry'},"{'Environmental sciences', 'Biochemistry', 'Chemistry'}",0.6666666667,0.0,0.3333333333,0.3333333333,0.2222222222
Mendeley,Mendeley_pd8b3kzxmk,Data for: Paleoecology of the middle Eocene ostracods of Egypt,Occurrence matrix of the ostracod taxa in Middle Eocene rocks of Egypt,terms not in EDAMT,"{'Ecology', 'Evolutionary biology', 'Paleogenomics'}",0.0,0.0,0.0,{},"{'Ecology', 'Evolutionary biology', 'Paleogenomics'}",0.0,0.0,0.0,0.0,0.0
Mendeley,Mendeley_dm62ctjprn,Data for: The development of a Three-dimensional Finite Element Method code for the heat flux analysis of tungsten monoblock divertor on EAST,"The 873K_constant_temperature_boundary_condition file includes the calculated results from the software ANSYS and 3D FEM heat flux calculation code under 873K constant temperature. ANSYS_simulation_10ms_1mm is the calculated results from software ANSYS with the mean element 0.015m and the time step 0.01s. FED_code_calulation_10ms_15mm is the calculated results from 3D FEM heat flux calculation code with the mean element 0.015m and the time step 0.01s. FED_code_calulation_10ms_1mm is the calculated results from 3D FEM heat flux calculation code with the mean element 0.001m and the time step 0.01s. 
The Heatflux_5MW_boundary_condition file includes the calculated results from the software ANSYS and 3D FEM heat flux calculation code under 5MW/m2 constant heat flux boundary conditions. 
The EAST#83871_Upper_outer_W_divertor file includes the time evolution of the heat flux on the upper outer divertor plates along the radial directions, target temperature measured by with IR camera, normalized Da emission and heating power of different RF waves.",[Analytical chemistry | Physics],"{'Physics', 'Computational biology', 'Data mining'}",0.25,0.3333333333,0.5,{'Analytical chemistry'},"{'Computational biology', 'Data mining'}",0.25,0.0,0.6666666667,0.6666666667,0.1666666667
Mendeley,Mendeley_yjrpmr5mwn,Dataset of undergraduate subjects in business administration of UNEMAT of Tangará da Serra in 2017-1,"This dataset contains the information about the undergraduate subjects in business administration of UNEMAT of Tangará da Serra in the first half of 2017. This information was used to validate the use of FET software to generate a valid timetable. The dataset has seven columns:
1.Disciplinas: Subjects
2.Professores: Professors
3.Semestre (GRUPO): Group of students
4.Curso (ANO): Night course (Adm Not) or Morning course (Adm Mat)
5.Duração: Total duration per week.
6.Divisão: Duration Split
7.Sala: Room",terms not in EDAMT,{},0.0,0.0,0.0,{},{},0.0,0.0,,,
