Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
Dataset from Plasmablast response to inactivated and live attenuated influenza vaccines (TIV3/TIV3 ID) in SLVP021 2013 {NCT02141581},No description,gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Dataset from T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination SLVP015 2013 {NCT01827462},No description,gpt-3.5-turbo,"{'Infectious disease', 'Vaccinology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,{'Immunology'},{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Dataset from A Retrospective Multicenter study to Determine Up to 5 Year Clinical Outcomes in Subjects Previously Randomized in the CTOT-11 Study (CTOT-23),No description,gpt-3.5-turbo,{'Preclinical and clinical studies'},"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Clinical study', 'Longitudinal studies', 'Clinical trials'}",0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Preclinical and clinical studies'},0.6369047619047619,0.0,3.0,1.0,0.6369047619047619
HLA and KIR Haplotype Sequencing,Assay development for complete HLA and KIR haplotype sequencing from cell lines,gpt-3.5-turbo,"{'Molecular biology', 'Bioinformatics', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Molecular biology', 'Bioinformatics', 'Genetics'}",0.7870370370370372,0.0,1.0,1.0,0.7870370370370372
Pathologically expanded peripheral B cell-helper T cells in Rheumatoid Arthritis,"CD4+ T cells are central mediators of autoimmune pathology; however,",gpt-3.5-turbo,"{'Musculoskeletal medicine', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Rheumatology', 'Autoimmune disease'}",0.25,0.5,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}",{'Musculoskeletal medicine'},1.0347222222222223,0.0,1.5,1.0,1.0347222222222223
"Multiomics modeling of the immunome, transcriptome, microbiome, proteome and metabolome adaptations during human pregnancy","Biological mechanisms produce immunologic, metabolomic, proteomic, genomic and microbiomic adaptations during the course of pregnancy.",gpt-3.5-turbo,"{'Proteomics', 'Immunology', 'Metabolomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Proteomics', 'Metabolomics'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
A proteomic clock of human pregnancy,Advances in multiplexed platform technologies facilitated exploration of human plasma proteins in term pregnancies indicating the existence of a proteomic clock,gpt-3.5-turbo,"{'Biomarkers', 'Proteomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pregnancy'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Biomarkers', 'Proteomics'}",0.7870370370370372,0.0,1.5,1.0,0.7870370370370372
Systemic Immunological Effects of Influvac Tetra Vaccination,"Our observational studies have suggested that tetravalent influenza vaccination induces a wide reprogramming of the immune system and influences the susceptibility of future infections other than influenza. With a proteomics approach, among others, we aimed to identify possible mechanisms of this.",gpt-3.5-turbo,"{'Proteomics', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Proteomics'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
"Immune Responses to Seasonal TIV 2012-2013 Influenza Vaccination in Humans (see companion study SDY396,SDY224)",To use system biology approaches to compare differences in immune responses to vaccine,gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Systems biology'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Human Elispot Assay with peptide.,Determining CD8 T cell responses to HLA-A02 restricted Influenza A epitopes,gpt-3.5-turbo,"{'Biomedical science', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Biomedical science'},1.1428571428571428,0.0,1.0,1.0,1.1428571428571428
Dataset from Efficacy of Islet After Kidney Transplantation (CIT-06) and Extended Follow Up after Islet Transplantation in Type 1 Diabetes (CIT-08) {NCT01369082;NCT00468117},No description,gpt-3.5-turbo,"{'Biomarkers', 'Bioinformatics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Clinical immunology and immunotherapeutics'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Biomarkers', 'Bioinformatics'}",0.7870370370370372,0.0,1.5,1.0,0.7870370370370372
"Dataset from Safety, Tolerability, and Immunogenicity of Plasmodium falciparum Sporozoite Vaccine Administered by Direct Venous Inoculation to Infants and Young Children {NCT02687373}",No description,gpt-3.5-turbo,"{'Paediatrics', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Paediatrics'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Dataset from Analysis and Correlation of Cathelicidin Expression in Skin and Saliva of Subjects with Atopic Dermatitis and Psoriasis (CATH 02) {NCT00789880;NCT00407979},No description,gpt-3.5-turbo,"{'Dermatology', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Allergy'},0.5,0.6666666666666666,0.6666666666666666,{'Infectious disease'},{'Dermatology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
"Dataset from Vaccine Safety and Placebo Groups Arm 1C & 1D with CHMI: Safety, Immunogenicity, and Protective Efficacy of Radiation Attenuated Plasmodium falciparum NF54",No description,gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Dataset from B and T Cell Determinants of Influenza Vaccine Responses in the Elderly 2008 (see companion study SDY773) {NCT01827462},No description,gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Dataset from Study of Safety and Effectiveness of Intravenous Immunization With PfSPZ Vaccine in Healthy African Adults - Vaccine Efficacy and Placebo Cohorts {NCT01988636},No description,gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Dataset from B and T Cell Determinants of Influenza Vaccine Responses in the Elderly SLVP015 2009 (see companion study SDY460) {NCT01827462},No description,gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Dataset from Systems Biology Analysis of the response to  Licensed Hepatitis B Vaccine (Engerix-B) (see companion study SDY690) {NCT02117934},No description,gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Biotechnology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Biotechnology'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
"Dataset from Vaccine Efficay and Placebo Cohorts with Malaria Natural History Groups 2 & 3: Safety, Immunogenicity, and Protective Efficacy of Radiation Attenuated Plasmodium falciparum NF54 {NCT02627456}",No description,gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Endometrial Gland Organoids,"The study established endometrial gland organoids from decidua isolated from term placental membranes. These organoids express typical markers of glandular epithelia such as E-cadherin, Laminin and Cytokeratin 7, and can be propagated in cell culture through multiple passages. Potential survival factors for the co-culture of organoids and endometrial stromal fibroblasts were identified. These modifications facilitate the generation of patient-specific endometrial gland organoids with known pregnancy outcomes",gpt-3.5-turbo,"{'Cell biology', 'Reproductive health', 'Developmental biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cell biology', 'Reproductive health', 'Developmental biology'}",0.7870370370370373,0.0,1.0,1.0,0.7870370370370373
A serological assay for seroconversion detection,"A serological enzyme-linked immunosorbent assay for the screening and identification of human SARS-CoV-2 seroconverters which does not require the handling of infectious virus. Additionally, it can be adjusted to detect different antibody types in serum and plasma and is amenable to scaling.",gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Biotechnology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Biotechnology'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
DFCI HLA typing,"We used an in situ synthesized DNA-based microarray method that contains thousands of probes representing a complete overlapping set covering 1,610 clinically relevant HLA class I alleles accompanied by computational tools for assigning HLA type to 4-digit resolution.",gpt-3.5-turbo,"{'Bioinformatics', 'Immunology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Bioinformatics', 'Genetics'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Cdiff32,20 to 25-week old WT mice will be infected with 10^7 cfu/mouse of C. difficile by orogastric gavage. A control uninfected group will be included. The C difficile strain to use is VPI10463 (ATCC 43255).,gpt-3.5-turbo,"{'Microbiology', 'Infectious disease', 'Animal study'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Microbiology', 'Animal study'}",0.9172619047619048,0.0,1.0,1.0,0.9172619047619048
Dendritic cells and TH2 differentiation in vivo,TH2 cell differentiation was investigated by measuring IL-4 output after OVA plus papain challenge in normal and dendritic-cell depleted mice. The role of migrating dermal dendritic cells in OVA plus papain challenge by blocking migration and depleting dendritic cell subtypes.,gpt-3.5-turbo,"{'Cell biology', 'Immunology', 'Animal study'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cell biology', 'Animal study'}",0.9093253968253969,0.0,1.0,1.0,0.9093253968253969
Smallpox vaccination with LC16m8 vaccinia virus provides a gene expression profile similar to DryVax vaccination,"Transcriptional analysis of global gene expression changes in naive subjects in response to smallpox vaccination with either DryVax or the replication-competent, attenuated LC16m8 vaccinia virus.",gpt-3.5-turbo,"{'Vaccinology', 'Gene expression', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gene expression', 'Vaccinology'}",1.0138888888888888,1.0,1.0,1.0,1.0138888888888888
Newcastle disease virus (NDV) expressing the spike protein of SARS-CoV-2 as a live virus vaccine candidate,Ten-week old female BALB/cJ mice were used to assess and study the potential neutralizing capacity of NDV vector vaccines expressing the spike protein of SARS-CoV-2,gpt-3.5-turbo,"{'Infectious disease', 'Vaccinology', 'Animal study'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Animal study'}",0.9103174603174604,1.0,1.0,1.0,0.9103174603174604
Superior mouse eosinophil depletion in vivo targeting transgenic Siglec-8 instead of endogenous Siglec-F: mechanisms and pitfalls,"We uncovered shortcomings when using certain antibodies that target Siglec-F to deplete mouse eosinophils, while administration of anti-Siglec-8 antibody to Siglec-8 transgenic mice works well.",gpt-3.5-turbo,"{'Immunology', 'Animal study', 'Mouse clinic'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Mouse clinic', 'Animal study'}",0.9239087301587303,0.3333333333333333,1.0,1.0,0.9239087301587303
